Date,LocationISOCode,Location,NewCases,NewDeaths,NewRecovered,NewActiveCases,TotalCases,TotalDeaths,TotalRecovered,TotalActive Cases,Location Level,CityorRegency,Province,Country,Continent,Island,TimeZone,Special Status,Total Regencies,TotalCities,TotalDistricts,TotalUrbanVillages,TotalRuralVillages,Area(km2),Population,PopulationDensity,Longitude,Latitude,NewCasesperMillion,TotalCasesperMillion,NewDeaths perMillion,TotalDeathsperMillion,CaseFatalityRate,CaseRecoveredRate,GrowthFactorofNewCases,GrowthFactorofNewDeaths
16,ID-MU,Maluku Utara,16,0,0,16,3091,94,2580,417,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,12.23,2363.51,0.00,71.88,3.04%,83.47%,0.64,1.00
16,ID-NB,Nusa Tenggara Barat,72,0,12,60,6483,263,3992,2228,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,13.66,1230.11,0.00,49.90,4.06%,61.58%,1.24,1.00
16,ID-NT,Nusa Tenggara Timur,118,6,30,82,2977,86,1646,1245,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,21.81,550.14,1.11,15.89,2.89%,55.29%,2.07,6.00
16,ID-PA,Papua,98,0,8,90,14075,158,8146,5771,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,22.58,3242.83,0.00,36.40,1.12%,57.88%,0.99,1.00
16,ID-PB,Papua Barat,57,0,7,50,6361,105,5734,522,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,49.97,5576.40,0.00,92.05,1.65%,90.14%,2.85,1.00
16,ID-RI,Riau,96,5,166,-75,27183,635,25037,1511,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,15.80,4475.23,0.82,104.54,2.34%,92.11%,0.56,2.50
16,ID-SR,Sulawesi Barat,0,0,0,0,2531,57,1694,780,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,1622.45,0.00,36.54,2.25%,66.93%,0.00,1.00
16,ID-SN,Sulawesi Selatan,659,12,589,58,40362,686,34592,5084,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,69.91,4281.58,1.27,72.77,1.70%,85.70%,1.02,1.50
16,ID-ST,Sulawesi Tengah,87,0,107,-20,5572,144,3137,2291,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,29.44,1885.26,0.00,48.72,2.58%,56.30%,0.35,0.00
16,ID-SG,Sulawesi Tenggara,75,3,21,51,8772,171,7201,1400,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,28.46,3328.45,1.14,64.88,1.95%,82.09%,2.14,
16,ID-SA,Sulawesi Utara,179,3,140,36,11200,353,8099,2748,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,67.75,4239.40,1.14,133.62,3.15%,72.31%,1.40,
16,ID-SB,Sumatera Barat,182,3,29,150,25432,564,18448,6420,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,32.98,4607.88,0.54,102.19,2.22%,72.54%,0.95,0.60
16,ID-SS,Sumatera Selatan,78,4,83,-9,12992,632,10454,1906,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,9.49,1581.01,0.49,76.91,4.86%,80.46%,0.85,1.00
16,ID-SU,Sumatera Utara,74,1,83,-10,19569,708,16798,2063,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,4.97,1315.57,0.07,47.60,3.62%,85.84%,0.76,
17,ID-AC,Aceh,18,0,0,18,9053,373,7351,1329,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,3.43,1725.28,0.00,71.08,4.12%,81.20%,1.06,0.00
17,ID-BA,Bali,262,0,0,262,21292,558,12768,7966,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,62.14,5050.08,0.00,132.35,2.62%,59.97%,0.82,1.00
17,ID-BT,Banten,283,0,0,283,22110,423,11039,10648,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,26.39,2062.04,0.00,39.45,1.91%,49.93%,1.10,0.00
17,ID-BE,Bengkulu,40,1,60,-21,4266,134,3883,249,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,20.00,2133.49,0.50,67.02,3.14%,91.02%,1.14,
17,ID-JK,DKI Jakarta,3395,33,3776,-414,227365,3738,201670,21957,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,313.01,20962.75,3.04,344.64,1.64%,88.70%,0.96,1.03
17,ID-YO,Daerah Istimewa Yogyakarta,277,9,173,95,16933,388,11367,5178,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,76.29,4663.43,2.48,106.86,2.29%,67.13%,0.92,0.75
17,ID-GO,Gorontalo,9,0,0,9,4074,106,3690,278,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,7.62,3450.64,0.00,89.78,2.60%,90.57%,1.13,1.00
17,ID-JA,Jambi,52,0,60,-8,3946,61,2751,1134,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,14.89,1129.57,0.00,17.46,1.55%,69.72%,1.44,0.00
17,ID-JB,Jawa Barat,1491,11,1582,-102,112587,1347,91147,20093,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,33.01,2493.00,0.24,29.83,1.20%,80.96%,0.43,0.26
17,ID-JT,Jawa Tengah,1855,42,201,1612,102904,4171,67293,31440,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,51.01,2829.83,1.15,114.70,4.05%,65.39%,0.93,0.98
17,ID-JI,Jawa Timur,974,56,985,-67,99377,6889,84915,7573,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,24.06,2455.02,1.38,170.19,6.93%,85.45%,0.84,1.04
17,ID-KB,Kalimantan Barat,26,0,35,-9,3557,28,3205,324,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,4.79,655.93,0.00,5.16,0.79%,90.10%,0.46,1.00
17,ID-KS,Kalimantan Selatan,112,2,62,48,16724,611,14855,1258,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,27.84,4157.05,0.50,151.87,3.65%,88.82%,1.04,0.67
17,ID-KT,Kalimantan Tengah,95,0,0,95,10995,201,5054,5740,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,36.96,4277.73,0.00,78.20,1.83%,45.97%,0.98,1.00
17,ID-KI,Kalimantan Timur,454,13,396,45,33612,873,26922,5817,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,127.81,9462.33,3.66,245.76,2.60%,80.10%,0.80,1.63
17,ID-KU,Kalimantan Utara,25,0,0,25,5630,64,2292,3274,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,38.56,8682.82,0.00,98.70,1.14%,40.71%,0.13,1.00
17,ID-BB,Kepulauan Bangka Belitung,85,1,97,-13,3481,63,2769,649,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,61.60,2522.89,0.72,45.66,1.81%,79.55%,1.23,1.00
17,ID-KR,Kepulauan Riau,29,2,31,-4,7554,186,6743,625,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,15.03,3915.21,1.04,96.40,2.46%,89.26%,0.46,
17,ID-LA,Lampung,118,9,52,57,8143,421,5537,2185,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,12.97,895.27,0.99,46.29,5.17%,68.00%,1.04,1.13
17,ID-MA,Maluku,41,0,0,41,6080,80,4882,1118,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,22.20,3291.65,0.00,43.31,1.32%,80.30%,1.08,0.00
17,ID-MU,Maluku Utara,24,0,0,24,3115,94,2580,441,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,18.35,2381.86,0.00,71.88,3.02%,82.83%,1.50,1.00
17,ID-NB,Nusa Tenggara Barat,60,0,0,60,6543,263,3992,2288,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,11.38,1241.50,0.00,49.90,4.02%,61.01%,0.83,1.00
17,ID-NT,Nusa Tenggara Timur,67,1,28,38,3044,87,1674,1283,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,12.38,562.52,0.18,16.08,2.86%,54.99%,0.57,0.17
17,ID-PA,Papua,32,0,0,32,14107,158,8146,5803,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,7.37,3250.20,0.00,36.40,1.12%,57.74%,0.33,1.00
17,ID-PB,Papua Barat,12,0,23,-11,6373,105,5757,511,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,10.52,5586.92,0.00,92.05,1.65%,90.33%,0.21,1.00
17,ID-RI,Riau,188,1,138,49,27371,636,25175,1560,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,30.95,4506.18,0.16,104.71,2.32%,91.98%,1.96,0.20
17,ID-SR,Sulawesi Barat,0,1,12,-13,2531,58,1706,767,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,1622.45,0.64,37.18,2.29%,67.40%,1.00,
17,ID-SN,Sulawesi Selatan,674,2,506,166,41036,688,35098,5250,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,71.50,4353.08,0.21,72.98,1.68%,85.53%,1.02,0.17
17,ID-ST,Sulawesi Tengah,63,4,112,-53,5635,148,3249,2238,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,21.32,1906.57,1.35,50.07,2.63%,57.66%,0.72,
17,ID-SG,Sulawesi Tenggara,64,0,58,6,8836,171,7259,1406,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,24.28,3352.73,0.00,64.88,1.94%,82.15%,0.85,0.00
17,ID-SA,Sulawesi Utara,140,3,24,113,11340,356,8123,2861,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,52.99,4292.39,1.14,134.75,3.14%,71.63%,0.78,1.00
17,ID-SB,Sumatera Barat,168,0,14,154,25600,564,18462,6574,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,30.44,4638.32,0.00,102.19,2.20%,72.12%,0.92,0.00
17,ID-SS,Sumatera Selatan,76,5,57,14,13068,637,10511,1920,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,9.25,1590.25,0.61,77.52,4.87%,80.43%,0.97,1.25
17,ID-SU,Sumatera Utara,78,3,89,-14,19647,711,16887,2049,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.24,1320.82,0.20,47.80,3.62%,85.95%,1.05,3.00
18,ID-AC,Aceh,2,3,26,-27,9055,376,7377,1302,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.38,1725.66,0.57,71.66,4.15%,81.47%,0.11,
18,ID-BA,Bali,238,0,0,238,21530,558,12768,8204,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,56.45,5106.53,0.00,132.35,2.59%,59.30%,0.91,1.00
18,ID-BT,Banten,245,0,174,71,22355,423,11213,10719,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,22.85,2084.89,0.00,39.45,1.89%,50.16%,0.87,1.00
18,ID-BE,Bengkulu,2,1,41,-40,4268,135,3924,209,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,1.00,2134.49,0.50,67.52,3.16%,91.94%,0.05,1.00
18,ID-JK,DKI Jakarta,2361,36,2801,-476,229726,3774,204471,21481,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,217.68,21180.43,3.32,347.96,1.64%,89.01%,0.70,1.09
18,ID-YO,Daerah Istimewa Yogyakarta,295,6,287,2,17228,394,11654,5180,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,81.24,4744.68,1.65,108.51,2.29%,67.65%,1.06,0.67
18,ID-GO,Gorontalo,6,1,151,-146,4080,107,3841,132,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,5.08,3455.72,0.85,90.63,2.62%,94.14%,0.67,
18,ID-JA,Jambi,29,0,4,25,3975,61,2755,1159,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,8.30,1137.87,0.00,17.46,1.53%,69.31%,0.56,1.00
18,ID-JB,Jawa Barat,1485,28,1624,-167,114072,1375,92771,19926,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,32.88,2525.88,0.62,30.45,1.21%,81.33%,1.00,2.55
18,ID-JT,Jawa Tengah,1559,83,1180,296,104463,4254,68473,31736,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,42.87,2872.70,2.28,116.98,4.07%,65.55%,0.84,1.98
18,ID-JI,Jawa Timur,848,79,822,-53,100225,6968,85737,7520,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,20.95,2475.97,1.95,172.14,6.95%,85.54%,0.87,1.41
18,ID-KB,Kalimantan Barat,0,0,0,0,3557,28,3205,324,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,655.93,0.00,5.16,0.79%,90.10%,0.00,1.00
18,ID-KS,Kalimantan Selatan,13,3,82,-72,16737,614,14937,1186,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,3.23,4160.28,0.75,152.62,3.67%,89.25%,0.12,1.50
18,ID-KT,Kalimantan Tengah,40,0,0,40,11035,201,5054,5780,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,15.56,4293.29,0.00,78.20,1.82%,45.80%,0.42,1.00
18,ID-KI,Kalimantan Timur,354,8,340,6,33966,881,27262,5823,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,99.66,9561.99,2.25,248.02,2.59%,80.26%,0.78,0.62
18,ID-KU,Kalimantan Utara,40,0,0,40,5670,64,2292,3314,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,61.69,8744.51,0.00,98.70,1.13%,40.42%,1.60,1.00
18,ID-BB,Kepulauan Bangka Belitung,60,2,95,-37,3541,65,2864,612,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,43.49,2566.38,1.45,47.11,1.84%,80.88%,0.71,2.00
18,ID-KR,Kepulauan Riau,85,2,24,59,7639,188,6767,684,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,44.06,3959.26,1.04,97.44,2.46%,88.58%,2.93,1.00
18,ID-LA,Lampung,85,6,37,42,8228,427,5574,2227,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,9.35,904.61,0.66,46.95,5.19%,67.74%,0.72,0.67
18,ID-MA,Maluku,29,1,31,-3,6109,81,4913,1115,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,15.70,3307.35,0.54,43.85,1.33%,80.42%,0.71,
18,ID-MU,Maluku Utara,19,0,54,-35,3134,94,2634,406,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,14.53,2396.39,0.00,71.88,3.00%,84.05%,0.79,1.00
18,ID-NB,Nusa Tenggara Barat,35,1,12,22,6578,264,4004,2310,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,6.64,1248.14,0.19,50.09,4.01%,60.87%,0.58,
18,ID-NT,Nusa Tenggara Timur,101,3,27,71,3145,90,1701,1354,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,18.66,581.19,0.55,16.63,2.86%,54.09%,1.51,3.00
18,ID-PA,Papua,31,1,8,22,14138,159,8154,5825,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,7.14,3257.34,0.23,36.63,1.12%,57.67%,0.97,
18,ID-PB,Papua Barat,21,1,11,9,6394,106,5768,520,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,18.41,5605.33,0.88,92.93,1.66%,90.21%,1.75,
18,ID-RI,Riau,88,6,140,-58,27459,642,25315,1502,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,14.49,4520.67,0.99,105.69,2.34%,92.19%,0.47,6.00
18,ID-SR,Sulawesi Barat,0,0,12,-12,2531,58,1718,755,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,1622.45,0.00,37.18,2.29%,67.88%,1.00,0.00
18,ID-SN,Sulawesi Selatan,661,5,548,108,41697,693,35646,5358,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,70.12,4423.20,0.53,73.51,1.66%,85.49%,0.98,2.50
18,ID-ST,Sulawesi Tengah,30,3,144,-117,5665,151,3393,2121,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,10.15,1916.72,1.02,51.09,2.67%,59.89%,0.48,0.75
18,ID-SG,Sulawesi Tenggara,16,0,53,-37,8852,171,7312,1369,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,6.07,3358.81,0.00,64.88,1.93%,82.60%,0.25,1.00
18,ID-SA,Sulawesi Utara,145,0,183,-38,11485,356,8306,2823,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,54.89,4347.28,0.00,134.75,3.10%,72.32%,1.04,0.00
18,ID-SB,Sumatera Barat,35,2,4,29,25635,566,18466,6603,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,6.34,4644.66,0.36,102.55,2.21%,72.03%,0.21,
18,ID-SS,Sumatera Selatan,54,5,60,-11,13122,642,10571,1909,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,6.57,1596.83,0.61,78.13,4.89%,80.56%,0.71,1.00
18,ID-SU,Sumatera Utara,74,4,85,-15,19721,715,16972,2034,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,4.97,1325.79,0.27,48.07,3.63%,86.06%,0.95,1.33
19,ID-AC,Aceh,16,0,143,-127,9071,376,7520,1175,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,3.05,1728.71,0.00,71.66,4.15%,82.90%,8.00,0.00
19,ID-BA,Bali,247,0,0,247,21777,558,12768,8451,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,58.58,5165.11,0.00,132.35,2.56%,58.63%,1.04,1.00
19,ID-BT,Banten,183,2,37,144,22538,425,11250,10863,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,17.07,2101.96,0.19,39.64,1.89%,49.92%,0.75,
19,ID-BE,Bengkulu,25,0,24,1,4293,135,3948,210,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,12.50,2146.99,0.00,67.52,3.14%,91.96%,12.50,0.00
19,ID-JK,DKI Jakarta,2563,40,2500,23,232289,3814,206971,21504,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,236.31,21416.73,3.69,351.65,1.64%,89.10%,1.09,1.11
19,ID-YO,Daerah Istimewa Yogyakarta,287,1,107,179,17515,395,11761,5359,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,79.04,4823.72,0.28,108.79,2.26%,67.15%,0.97,0.17
19,ID-GO,Gorontalo,28,0,27,1,4108,107,3868,133,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,23.72,3479.44,0.00,90.63,2.60%,94.16%,4.67,0.00
19,ID-JA,Jambi,49,0,5,44,4024,61,2760,1203,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,14.03,1151.90,0.00,17.46,1.52%,68.59%,1.69,1.00
19,ID-JB,Jawa Barat,1684,24,1362,298,115756,1399,94133,20224,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,37.29,2563.17,0.53,30.98,1.21%,81.32%,1.13,0.86
19,ID-JT,Jawa Tengah,1613,104,715,794,106076,4358,69188,32530,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,44.36,2917.06,2.86,119.84,4.11%,65.22%,1.03,1.25
19,ID-JI,Jawa Timur,972,89,814,69,101197,7057,86551,7589,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,24.01,2499.99,2.20,174.34,6.97%,85.53%,1.15,1.13
19,ID-KB,Kalimantan Barat,45,0,33,12,3602,28,3238,336,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,8.30,664.23,0.00,5.16,0.78%,89.89%,,1.00
