Date,LocationISOCode,Location,NewCases,NewDeaths,NewRecovered,NewActiveCases,TotalCases,TotalDeaths,TotalRecovered,TotalActive Cases,Location Level,CityorRegency,Province,Country,Continent,Island,TimeZone,Special Status,Total Regencies,TotalCities,TotalDistricts,TotalUrbanVillages,TotalRuralVillages,Area(km2),Population,PopulationDensity,Longitude,Latitude,NewCasesperMillion,TotalCasesperMillion,NewDeaths perMillion,TotalDeathsperMillion,CaseFatalityRate,CaseRecoveredRate,GrowthFactorofNewCases,GrowthFactorofNewDeaths
1,ID-AC,Aceh,7,0,10,-3,8753,358,7152,1243,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,1.33,1668.11,0.00,68.23,4.09%,81.71%,1.75,1.00
1,ID-BA,Bali,101,1,0,100,17694,519,12766,4409,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,23.96,4196.70,0.24,123.10,2.93%,72.15%,0.56,0.25
1,ID-BT,Banten,287,1,16,270,18457,405,10297,7755,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,26.77,1721.35,0.09,37.77,2.19%,55.79%,1.07,
1,ID-BE,Bengkulu,68,5,98,-35,3671,117,2657,897,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,34.01,1835.92,2.50,58.51,3.19%,72.38%,0.94,2.50
1,ID-JK,DKI Jakarta,1956,20,1643,293,185691,3290,166354,16047,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,180.34,17120.46,1.84,303.33,1.77%,89.59%,0.97,0.95
1,ID-YO,Daerah Istimewa Yogyakarta,233,13,112,108,12388,272,8388,3728,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,64.17,3411.72,3.58,74.91,2.20%,67.71%,0.91,
1,ID-GO,Gorontalo,25,0,16,9,3866,104,3324,438,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,21.17,3274.46,0.00,88.09,2.69%,85.98%,0.17,0.00
1,ID-JA,Jambi,36,0,34,2,3263,55,2352,856,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,10.31,934.06,0.00,15.74,1.69%,72.08%,1.03,0.00
1,ID-JB,Jawa Barat,1504,3,1207,294,85083,1175,72107,11801,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,33.30,1883.98,0.07,26.02,1.38%,84.75%,1.47,0.27
1,ID-JT,Jawa Tengah,897,4,570,323,82613,3366,54995,24252,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,24.67,2271.83,0.11,92.56,4.07%,66.57%,0.96,0.22
1,ID-JI,Jawa Timur,887,73,803,11,85039,5900,72938,6201,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,21.91,2100.82,1.80,145.75,6.94%,85.77%,0.95,1.12
1,ID-KB,Kalimantan Barat,18,0,60,-42,3136,27,2802,307,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,3.32,578.30,0.00,4.98,0.86%,89.35%,0.72,1.00
1,ID-KS,Kalimantan Selatan,99,0,61,38,15402,585,13867,950,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,24.61,3828.44,0.00,145.41,3.80%,90.03%,1.50,0.00
1,ID-KT,Kalimantan Tengah,95,0,0,95,9835,200,4796,4839,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,36.96,3826.42,0.00,77.81,2.03%,48.76%,1.40,1.00
1,ID-KI,Kalimantan Timur,299,12,207,80,27374,755,22627,3992,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,84.17,7706.23,3.38,212.54,2.76%,82.66%,0.82,2.40
1,ID-KU,Kalimantan Utara,35,1,104,-70,3829,57,1984,1788,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,53.98,5905.24,1.54,87.91,1.49%,51.82%,0.65,
1,ID-BB,Kepulauan Bangka Belitung,80,1,40,39,2417,36,1757,624,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,57.98,1751.75,0.72,26.09,1.49%,72.69%,1.45,1.00
1,ID-KR,Kepulauan Riau,19,1,8,10,7014,173,6080,761,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,9.85,3635.33,0.52,89.67,2.47%,86.68%,0.70,
1,ID-LA,Lampung,80,3,197,-120,6356,278,4523,1555,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,8.80,698.80,0.33,30.56,4.37%,71.16%,0.94,0.60
1,ID-MA,Maluku,32,0,12,20,5754,71,4555,1128,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,17.32,3115.16,0.00,38.44,1.23%,79.16%,1.10,1.00
1,ID-MU,Maluku Utara,2,1,0,1,2773,90,2353,330,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,1.53,2120.35,0.76,68.82,3.25%,84.85%,0.18,
1,ID-NB,Nusa Tenggara Barat,60,0,0,60,5724,260,3906,1558,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,11.38,1086.10,0.00,49.33,4.54%,68.24%,0.92,1.00
1,ID-NT,Nusa Tenggara Timur,14,0,1,13,2181,50,1204,927,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,2.59,403.04,0.00,9.24,2.29%,55.20%,0.54,0.00
1,ID-PA,Papua,11,1,123,-113,13227,148,7184,5895,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,2.53,3047.45,0.23,34.10,1.12%,54.31%,0.20,1.00
1,ID-PB,Papua Barat,16,1,4,11,5995,100,5458,437,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,14.03,5255.54,0.88,87.67,1.67%,91.04%,0.48,
1,ID-RI,Riau,147,3,144,0,25113,586,23247,1280,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,24.20,4134.44,0.49,96.48,2.33%,92.57%,1.34,1.00
1,ID-SR,Sulawesi Barat,13,2,1,10,1954,36,1553,365,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,8.33,1252.58,1.28,23.08,1.84%,79.48%,0.48,
1,ID-SN,Sulawesi Selatan,550,5,607,-62,31597,599,26400,4598,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,58.34,3351.80,0.53,63.54,1.90%,83.55%,1.15,5.00
1,ID-ST,Sulawesi Tengah,65,2,104,-41,3617,108,1969,1540,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,21.99,1223.79,0.68,36.54,2.99%,54.44%,0.33,
1,ID-SG,Sulawesi Tenggara,79,0,2,77,7986,150,6697,1139,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,29.98,3030.21,0.00,56.92,1.88%,83.86%,2.08,0.00
1,ID-SA,Sulawesi Utara,53,0,71,-18,9723,313,7148,2262,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,20.06,3680.33,0.00,118.48,3.22%,73.52%,0.61,0.00
1,ID-SB,Sumatera Barat,147,1,15,131,23611,524,18037,5050,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,26.63,4277.94,0.18,94.94,2.22%,76.39%,1.26,0.33
1,ID-SS,Sumatera Selatan,74,5,57,12,11900,604,9421,1875,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,9.01,1448.12,0.61,73.50,5.08%,79.17%,0.80,5.00
1,ID-SU,Sumatera Utara,84,2,89,-7,18233,681,15492,2060,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.65,1225.76,0.13,45.78,3.73%,84.97%,1.01,
2,ID-AC,Aceh,8,0,7,1,8761,358,7159,1244,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,1.52,1669.63,0.00,68.23,4.09%,81.71%,1.14,1.00
2,ID-BA,Bali,165,5,0,160,17859,524,12766,4569,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,39.14,4235.83,1.19,124.28,2.93%,71.48%,1.63,5.00
2,ID-BT,Banten,246,0,38,208,18703,405,10335,7963,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,22.94,1744.30,0.00,37.77,2.17%,55.26%,0.86,0.00
2,ID-BE,Bengkulu,19,1,71,-53,3690,118,2728,844,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,9.50,1845.43,0.50,59.01,3.20%,73.93%,0.28,0.20
2,ID-JK,DKI Jakarta,1894,26,2280,-412,187585,3316,168634,15635,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,174.62,17295.09,2.40,305.73,1.77%,89.90%,0.97,1.30
2,ID-YO,Daerah Istimewa Yogyakarta,291,2,216,73,12679,274,8604,3801,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,80.14,3491.86,0.55,75.46,2.16%,67.86%,1.25,0.15
2,ID-GO,Gorontalo,0,0,30,-30,3866,104,3354,408,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,3274.46,0.00,88.09,2.69%,86.76%,0.00,1.00
2,ID-JA,Jambi,33,1,29,3,3296,56,2381,859,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,9.45,943.51,0.29,16.03,1.70%,72.24%,0.92,
2,ID-JB,Jawa Barat,1167,1,914,252,86250,1176,73021,12053,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,25.84,1909.82,0.02,26.04,1.36%,84.66%,0.78,0.33
